2680000,2056077,00011320180526100915947819,1407250
1282536,2056077,00011320180527015527046114,1407250
2117738,2056077,00011320180527093606049836,1407250
3145066,2056077,00011320180528015212161232,1407250
2323762,2056077,00011320180528095456182893,1407250
2932609,2056077,00011320180529005223270822,1407250
2521774,2056077,00011320180530024511449116,1407250
2167387,2056077,00011320180530112640535027,1407250
2316064,2056077,00011320180531090548635815,1407250
1087095,2056077,00011320180531092635646771,1407250
1256078,2056077,00011320180531092634648187,1407250
2650369,2056077,00011320180531092742639455,1407250
2695347,2056077,00011320180531092741646837,1407250
451978,2056077,00011320180531092110643516,1407250
1408204,2056077,00011320180531091902646337,1407250
2793699,2056077,00011320180531092109645278,1407250
2457760,2056077,00011320180531092528645742,1407250
586639,2056077,00011320180531092637639398,1407250
2555033,2056077,00011320180531092110639111,1407250
2851382,2056077,00011320180531091902646338,1407250
747630,2056077,00011320180531091902641354,1407250
1755051,2056077,00011320180531092111641607,1407250
889376,2056077,00011320180531092637648197,1407250
2723802,2056077,00011320180531091757641243,1407250
2272496,2056077,00011320180531092320639220,1407250
3051791,2056077,00011320180531091757643156,1407250
643155,2056077,00011320180531091553642935,1407250
1509365,2056077,00011320180531092425645620,1407250
1257960,2056077,00011320180531091238642557,1407250
2552679,2056077,00011320180531091757641245,1407250
1379024,2056077,00011320180531091238642556,1407250
1350824,2056077,00011320180531092214643627,1407250
1450092,2056077,00011320180531092215643629,1407250
2318304,2056077,00011320180531091552642929,1407250
2460749,2056077,00011320180531092321643752,1407250
2505294,2056077,00011320180531091553641027,1407250
3040729,2056077,00011320180531092423646642,1407250
2903163,2056077,00011320180531092426645625,1407250
2949941,2056077,00011320180531092423639267,1407250
1986741,2056077,00011320180531091759638943,1407250
3010278,2056077,00011320180531091800643160,1407250
1583097,2056077,00011320180531094106649634,1407250
2602578,2056077,00011320180531093633652882,1407250
1342176,2056077,00011320180531091800643164,1407250
1234773,2056077,00011320180531094108647553,1407250
2616343,2056077,00011320180531093633647313,1407250
2858727,2056077,00011320180531092950650460,1407250
3046380,2056077,00011320180531091239644316,1407250
2373819,2056077,00011320180531093418647200,1407250
2508376,2056077,00011320180531093633649187,1407250
2809373,2056077,00011320180531093418639789,1407250
2786534,2056077,00011320180531093418648983,1407250
2115833,2056077,00011320180531092951639569,1407250
1718088,2056077,00011320180531092739648300,1407250
1203939,2056077,00011320180531091800638945,1407250
2322036,2056077,00011320180531093635652894,1407250
2236040,2056077,00011320180531092739648301,1407250
2413824,2056077,00011320180531091801641257,1407250
2889931,2056077,00011320180531091447640916,1407250
2631714,2056077,00011320180531093636647318,1407250
1619627,2056077,00011320180531092950639568,1407250
2381831,2056077,00011320180531092217641733,1407250
1038789,2056077,00011320180531093743649304,1407250
1444042,2056077,00011320180531093638647324,1407250
3098148,2056077,00011320180531093639639890,1407250
730631,2056077,00011320180531093420647202,1407250
2553646,2056077,00011320180531092845646895,1407250
2882713,2056077,00011320180531093420648988,1407250
1923300,2056077,00011320180531092954652252,1407250
2152611,2056077,00011320180531093425639798,1407250
1302479,2056077,00011320180531092954652256,1407250
2007954,2056077,00011320180531093421652693,1407250
1068877,2056077,00011320180531092848650344,1407250
2367860,2056077,00011320180531092848650345,1407250
688901,2056077,00011320180531093423648996,1407250
2384041,2056077,00011320180531093420652691,1407250
3140921,2056077,00011320180531093528647266,1407250
2778892,2056077,00011320180531094003651479,1407250
1510247,2056077,00011320180531093420639790,1407250
2538933,2056077,00011320180531093633651110,1407250
2640087,2056077,00011320180531093317639736,1407250
3169935,2056077,00011320180531093850653110,1407250
2361620,2056077,00011320180531095559647929,1407250
337997,2056077,00011320180531093316647145,1407250
1514560,2056077,00011320180531094105651573,1407250
2620741,2056077,00011320180531095829658581,1407250
453539,2056077,00011320180531093632649185,1407250
3053230,2056077,00011320180531093316647146,1407250
2848635,2056077,00011320180531095725654512,1407250
2552738,2056077,00011320180531095318651833,1407250
1680597,2056077,00011320180531094003653240,1407250
749754,2056077,00011320180531094000651468,1407250
1518224,2056077,00011320180531095601660019,1407250
667675,2056077,00011320180531093056648648,1407250
615397,2056077,00011320180531093631649179,1407250
2647423,2056077,00011320180531093057648650,1407250
2040566,2056077,00011320180531093632651108,1407250
1617070,2056077,00011320180531093632639878,1407250
2294784,2056077,00011320180531093526652797,1407250
1335553,2056077,00011320180531093742649303,1407250
2544580,2056077,00011320180531094003651481,1407250
1066905,2056077,00011320180531095326647725,1407250
3053813,2056077,00011320180531093631639877,1407250
2033348,2056077,00011320180531095326654212,1407250
318722,2056077,00011320180531093856653129,1407250
3365543,2056077,00011320180531093310647141,1407250
2628864,2056077,00011320180531095326649921,1407250
2849198,2056077,00011320180531093311648871,1407250
2878367,2056077,00011320180531093310652570,1407250
2318535,2056077,00011320180531094000654046,1407250
2946258,2056077,00011320180531093203652470,1407250
2325508,2056077,00011320180531093207652481,1407250
2609061,2056077,00011320180531093959653224,1407250
2622245,2056077,00011320180531093203648773,1407250
2614873,2056077,00011320180531093856653126,1407250
1441784,2056077,00011320180531095446658022,1407250
1590503,2056077,00011320180531093856649435,1407250
2942628,2056077,00011320180531095447653778,1407250
520187,2056077,00011320180531093959651464,1407250
2699062,2056077,00011320180531093207652484,1407250
2333753,2056077,00011320180531095946658743,1407250
1633503,2056077,00011320180531095952656845,1407250
1522513,2056077,00011320180531112553679080,1407250
876320,2056077,00011320180531112702679197,1407250
2387232,2056077,00011320180531112805673614,1407250
2440132,2056077,00011320180531112553679081,1407250
2266133,2056077,00011320180531112553676741,1407250
2939166,2056077,00011320180531113431680134,1407250
3035427,2056077,00011320180531113746682282,1407250
1252092,2056077,00011320180531112700675434,1407250
1356592,2056077,00011320180531112700670710,1407250
1080547,2056077,00011320180531113116675807,1407250
1515346,2056077,00011320180531113746684035,1407250
1405324,2056077,00011320180531113222670925,1407250
553182,2056077,00011320180531113642679942,1407250
3142819,2056077,00011320180531112038674942,1407250
1094451,2056077,00011320180531113642677215,1407250
3007012,2056077,00011320180531113328680086,1407250
2717301,2056077,00011320180531113639679933,1407250
3178400,2056077,00011320180531112907679351,1407250
1127452,2056077,00011320180531113639677211,1407250
1180704,2056077,00011320180531113433680140,1407250
1378542,2056077,00011320180531113329675966,1407250
2814743,2056077,00011320180531113849684103,1407250
3111495,2056077,00011320180531113116675806,1407250
1716290,2056077,00011320180531113639671054,1407250
1137433,2056077,00011320180531113222679631,1407250
2959068,2056077,00011320180531113433679786,1407250
1190792,2056077,00011320180531113329675968,1407250
1378725,2056077,00011320180531112142675025,1407250
1172200,2056077,00011320180531114156684269,1407250
723642,2056077,00011320180531112347673243,1407250
3012192,2056077,00011320180531114055680566,1407250
1211145,2056077,00011320180531112245670558,1407250
2499458,2056077,00011320180531113013673824,1407250
203757,2056077,00011320180531113119679560,1407250
1102455,2056077,00011320180531114054682457,1407250
2872399,2056077,00011320180531114156677386,1407250
1448352,2056077,00011320180531112448673310,1407250
2307911,2056077,00011320180531113010670837,1407250
1261241,2056077,00011320180531120617683741,1407250
1517720,2056077,00011320180531113010675705,1407250
1877847,2056077,00011320180531115958683420,1407250
3064986,2056077,00011320180531120618681859,1407250
1512392,2056077,00011320180531120621681868,1407250
1826762,2056077,00011320180531114808684529,1407250
183369,2056077,00011320180531120618671767,1407250
2605771,2056077,00011320180531114054680563,1407250
1027075,2056077,00011320180531112449676682,1407250
2753390,2056077,00011320180531114810680870,1407250
1884429,2056077,00011320180531121711690367,1407250
2999917,2056077,00011320180531114809684531,1407250
277705,2056077,00011320180531114914677555,1407250
1738292,2056077,00011320180531121711692151,1407250
3177237,2056077,00011320180531115956683411,1407250
1218486,2056077,00011320180531115959677884,1407250
1402473,2056077,00011320180531114912684601,1407250
1929705,2056077,00011320180531114707680816,1407250
1909458,2056077,00011320180531120828671819,1407250
3064428,2056077,00011320180531121818690466,1407250
2828740,2056077,00011320180531115739681431,1407250
2270525,2056077,00011320180531121819688585,1407250
1302623,2056077,00011320180531115739677825,1407250
2643634,2056077,00011320180531115739671584,1407250
1975490,2056077,00011320180531121815694100,1407250
2548486,2056077,00011320180531115952681526,1407250
2590232,2056077,00011320180531115744683323,1407250
2639253,2056077,00011320180531115740683313,1407250
3171823,2056077,00011320180531121603690277,1407250
885698,2056077,00011320180531115740685113,1407250
2257772,2056077,00011320180531115952671623,1407250
1954509,2056077,00011320180531120932685694,1407250
2234900,2056077,00011320180531121559688385,1407250
2848635,2056077,00011320180531115745681444,1407250
710368,2056077,00011320180531115745677831,1407250
2622486,2056077,00011320180531120722671791,1407250
596073,2056077,00011320180531120725683805,1407250
3042721,2056077,00011320180531120826685624,1407250
2378026,2056077,00011320180531115232684860,1407250
619313,2056077,00011320180531121923688675,1407250
2183493,2056077,00011320180531115122677648,1407250
1011217,2056077,00011320180531122037686571,1407250
3033730,2056077,00011320180531115122682994,1407250
781317,2056077,00011320180531115124683002,1407250
2802570,2056077,00011320180531115235671478,1407250
1188998,2056077,00011320180531122144688888,1407250
2554441,2056077,00011320180531115235677695,1407250
1866194,2056077,00011320180531121145671924,1407250
2484570,2056077,00011320180531121927688687,1407250
1794222,2056077,00011320180531115235677694,1407250
1583079,2056077,00011320180531120203683503,1407250
2346184,2056077,00011320180531120826686126,1407250
1054636,2056077,00011320180531120203685309,1407250
3119320,2056077,00011320180531121928692346,1407250
1707986,2056077,00011320180531121930692350,1407250
2538159,2056077,00011320180531122039692453,1407250
2602027,2056077,00011320180531122144688886,1407250
2553733,2056077,00011320180531121350685935,1407250
1638769,2056077,00011320180531121037671887,1407250
3396463,2056077,00011320180531122300690888,1407250
1789664,2056077,00011320180531121248688233,1407250
2753872,2056077,00011320180531122301692660,1407250
3195152,2056077,00011320180531120411683622,1407250
2622486,2056077,00011320180531121249685891,1407250
297555,2056077,00011320180531123448693520,1407250
906390,2056077,00011320180531123447687125,1407250
2534536,2056077,00011320180531121249688234,1407250
1447683,2056077,00011320180531115018682907,1407250
2640411,2056077,00011320180531120409683615,1407250
985152,2056077,00011320180531122301686679,1407250
2564804,2056077,00011320180531120409683617,1407250
2641471,2056077,00011320180531115016684681,1407250
2460472,2056077,00011320180531115019671396,1407250
2879489,2056077,00011320180531122033690655,1407250
2644522,2056077,00011320180531120306685355,1407250
1776625,2056077,00011320180531122301692659,1407250
1067875,2056077,00011320180531121037685773,1407250
752344,2056077,00011320180531122302690896,1407250
1006200,2056077,00011320180531121456688319,1407250
2974764,2056077,00011320180531122033692436,1407250
2821250,2056077,00011320180531123000686963,1407250
3092131,2056077,00011320180531120305685354,1407250
1226085,2056077,00011320180531123111691548,1407250
2195720,2056077,00011320180531123337689777,1407250
2594103,2056077,00011320180531122743694495,1407250
3162817,2056077,00011320180531115019684691,1407250
